UtteranceID	SpeakerID	Transcription
T0426G1708_S01010100.wav	T0426G1708	我们其实是要不断的 deny yourself
T0426G1708_S01010102.wav	T0426G1708	今日打卡老友记一集magic
T0426G1708_S01010106.wav	T0426G1708	美方以后基本就 shut up 了
T0426G1708_S01010114.wav	T0426G1708	作为 aid 当然希望颂伊成功
T0426G1708_S01010115.wav	T0426G1708	这两公斤食物多半是寄丢了 shame
T0426G1708_S01010120.wav	T0426G1708	 hymnal 从今年开始到二零二二年会在韩国读书
T0426G1708_S01010123.wav	T0426G1708	脏脏包没有三里屯 our bakery 的脏脏包浓郁
T0426G1708_S01010129.wav	T0426G1708	打死也不会在公共场合用 fat 这个词
T0426G1708_S01010134.wav	T0426G1708	无可挑剔 manner 真心让人折服
T0426G1708_S01010143.wav	T0426G1708	那种棒无以言表啊 so brilliant
T0426G1708_S01010144.wav	T0426G1708	不得不说老张的 balance 是真的好
T0426G1708_S01010150.wav	T0426G1708	我喜欢我的 no problem 老师太喜欢她了
T0426G1708_S01010152.wav	T0426G1708	唐嫣身着 devil beauty 二零一八牛仔半身短裙亮相
T0426G1708_S01010157.wav	T0426G1708	 digital 加颗粒感太不舒服了
T0426G1708_S01010159.wav	T0426G1708	greedy 一只特立独行的猪 NKU 的秒拍视频
T0426G1708_S01010162.wav	T0426G1708	八集 the beginning 觉得是个好没头绪的故事
T0426G1708_S01010166.wav	T0426G1708	住在 fairways 拥有十八洞高尔夫球场
T0426G1708_S01010172.wav	T0426G1708	感觉花生奶昔好喝crab cake 也很不错
T0426G1708_S01010174.wav	T0426G1708	开场后合唱阿珍的 awake
T0426G1708_S01010175.wav	T0426G1708	合体这里就像 build 那样
T0426G1708_S01010182.wav	T0426G1708	还有 race 有种族的意思
T0426G1708_S01010186.wav	T0426G1708	诚收 flame 这条 AD 手帕
T0426G1708_S01010192.wav	T0426G1708	dancer 燃炸现场的舞蹈高手之间的对决
T0426G1708_S01010196.wav	T0426G1708	脑子里都是男人帮的画面快出来lay
T0426G1708_S01010199.wav	T0426G1708	打个卡 roller coaster 真得很好听
T0426G1708_S01010201.wav	T0426G1708	 bone 水晶看起来更干练和有气质
T0426G1708_S01010202.wav	T0426G1708	 see sheer 真的很适合素颜了
T0426G1708_S01010204.wav	T0426G1708	幸福保持热情工作生活 both
T0426G1708_S01010209.wav	T0426G1708	想学英文其实可以读读诗 poem
T0426G1708_S01010210.wav	T0426G1708	世间道路千千万选择去 aboard
T0426G1708_S01010212.wav	T0426G1708	超爱超想要棕调的 flesh 三
T0426G1708_S01010217.wav	T0426G1708	就连 rewards 选的都是护发类的
T0426G1708_S01010218.wav	T0426G1708	今天我是被 rubber ruler 的背单词声音吵醒的
T0426G1708_S01010220.wav	T0426G1708	祝福你们早生贵子白头偕老 publicly
T0426G1708_S01010222.wav	T0426G1708	弥补一波回放依旧是 handsome 的 boy
T0426G1708_S01010225.wav	T0426G1708	我们 tester leader 不要安排他们假期加班
T0426G1708_S01010227.wav	T0426G1708	状态不错算是这个一百天完美的 ending
T0426G1708_S01010228.wav	T0426G1708	duty 喷发胶于是五五分去上班啦
T0426G1708_S01010233.wav	T0426G1708	就算一首 unit 还是挡不住你的帅气
T0426G1708_S01010237.wav	T0426G1708	极少没挂 closed 标语的也是中国老板
T0426G1708_S01010241.wav	T0426G1708	nine percent 组合已经正式出道了
T0426G1708_S01010244.wav	T0426G1708	因为婚礼事去印度做cross training 的行程取消
T0426G1708_S01010245.wav	T0426G1708	成熟的你我们 jacky 都看看在眼里
T0426G1708_S01010247.wav	T0426G1708	我是篮球 superman 迎接下一场的胜利
T0426G1708_S01010253.wav	T0426G1708	spray 怕不是已经破产了吧
T0426G1708_S01010254.wav	T0426G1708	diver 也忘不掉第一次收到 ow 证时
T0426G1708_S01010255.wav	T0426G1708	希望我们 mainland 的科研们再接再厉
T0426G1708_S01010256.wav	T0426G1708	第一次看见就是不顺眼 garbage
T0426G1708_S01010258.wav	T0426G1708	参加了和我同天生日的 nephew 的百日宴
T0426G1708_S01010264.wav	T0426G1708	宽于待己的人已经不是 mean 不 mean 的问题
T0426G1708_S01010269.wav	T0426G1708	在此恭祝各位 honeys 心想事成
T0426G1708_S01010270.wav	T0426G1708	这个发色看着比 agent 下期预告浅好多
T0426G1708_S01010272.wav	T0426G1708	深圳腾讯企鹅电竞的总监deny 哥
T0426G1708_S01010275.wav	T0426G1708	 grimmy 发型师最后一张是奶在 modest 的朋友
T0426G1708_S01010276.wav	T0426G1708	是 jet lag 还没调整过来的缘故
T0426G1708_S01010278.wav	T0426G1708	现在看到 bubble tea 的店牌简直两眼放光
T0426G1708_S01010279.wav	T0426G1708	为了自己 flag 下周休息去剪个头
T0426G1710_S01010002.wav	T0426G1710	她很想给歌迷分享她精心准备的 faded
T0426G1710_S01010007.wav	T0426G1710	这个是一多彩的季节 fowl
T0426G1710_S01010008.wav	T0426G1710	有病的基友又来了这次是 butters tweek
T0426G1710_S01010014.wav	T0426G1710	换了一个发型就是今天的 pretty girl
T0426G1710_S01010022.wav	T0426G1710	把挂名的 director 变成货真价实的
T0426G1710_S01010026.wav	T0426G1710	cosmic railway 一月三十一号发售哦
T0426G1710_S01010036.wav	T0426G1710	杭州利星广场嘉里中心就在东坡 rode
T0426G1710_S01010037.wav	T0426G1710	在图书馆前凑近看 tulip
T0426G1710_S01010038.wav	T0426G1710	为什么没有有效的 treatment 研究呢
T0426G1710_S01010040.wav	T0426G1710	否则又要多一大波 wine snob 污染环境
T0426G1710_S01010042.wav	T0426G1710	颜色漂亮高净度的原石采用 Sugar loaf CU
T0426G1710_S01010044.wav	T0426G1710	 see sheer 到底啥色啊一万个试色一万个色
T0426G1710_S01010045.wav	T0426G1710	但是艺术家的歌我上一次听还是 bandage
T0426G1710_S01010047.wav	T0426G1710	技巧图示法说明代名词 pronoun
T0426G1710_S01010056.wav	T0426G1710	学英语学到痴狂记住了单词 flea spray
T0426G1710_S01010062.wav	T0426G1710	推荐你听 apologize 唱的这首说散就散
T0426G1710_S01010070.wav	T0426G1710	发音也会记混比如节目里的 kilometer
T0426G1710_S01010071.wav	T0426G1710	 math start 系列点读版六二本预售团开始啦
T0426G1710_S01010072.wav	T0426G1710	你可以说这种刀削的 cheekbone 不好看
T0426G1710_S01010073.wav	T0426G1710	剪了一天的 sprinkle 腰酸背痛
T0426G1710_S01010074.wav	T0426G1710	涂了 dozen carnation 我也不开心
T0426G1710_S01010075.wav	T0426G1710	又做了二十个 cupcakes 十二个 cheesecakes
T0426G1710_S01010079.wav	T0426G1710	上学一直模仿他说话那种欠揍的 snobbish
T0426G1710_S01010080.wav	T0426G1710	在一二零零 bookshop 虚度了一个傍晚的时光
T0426G1710_S01010082.wav	T0426G1710	敲美的 port victoria 不懂的黑
T0426G1710_S01010083.wav	T0426G1710	第一次听 drama 到哭啊老大
T0426G1710_S01010085.wav	T0426G1710	我悄悄买了 lamer 和黛珂打气加油
T0426G1710_S01010088.wav	T0426G1710	对方 fans 殊不知其实他们都是同一人
T0426G1710_S01010089.wav	T0426G1710	没有自拍并且有点想家晚安 Dear mom PGL
T0426G1710_S01010090.wav	T0426G1710	打卡 eleventh 天从六点画到九点
T0426G1710_S01010091.wav	T0426G1710	你不要这么客观要 argumentative 不要 descriptive
T0426G1710_S01010093.wav	T0426G1710	祖传 alcoholic 基因的痛谁懂
T0426G1710_S01010095.wav	T0426G1710	这种 habitat 根本就不存在相互尊重
T0426G1710_S01010096.wav	T0426G1710	早上忘记带 compass 的结果现在找不到了
T0426G1710_S01010098.wav	T0426G1710	这就是真正意义上的 genuine love
T0426G1710_S01010101.wav	T0426G1710	 farmer 出场的时候居然看成了吴磊
T0426G1710_S01010102.wav	T0426G1710	某人微信成为我 complain 的地方
T0426G1710_S01010103.wav	T0426G1710	全员加速棒的节目大家有福了 gracious
T0426G1710_S01010104.wav	T0426G1710	爱情重跑信号周六很 busy 内
T0426G1710_S01010106.wav	T0426G1710	余文乐和周冬雨五二零一起与宇宙相爱 westward
T0426G1710_S01010108.wav	T0426G1710	伴着电台里的圣诞欢歌做了几个 Christmas wreath
T0426G1710_S01010116.wav	T0426G1710	我刚用 pro recorder 把视频保存到手机相册
T0426G1710_S01010118.wav	T0426G1710	因考试受伤的心灵菠萝谦超级 cute
T0426G1710_S01010119.wav	T0426G1710	手机随意 load 到几年都没听过的歌
T0426G1710_S01010121.wav	T0426G1710	所有立下的 flag 终会实现
T0426G1710_S01010123.wav	T0426G1710	听 daylight 前奏那个冰雪消融的时刻
T0426G1710_S01010129.wav	T0426G1710	但是国产和 marks 无压力
T0426G1710_S01010130.wav	T0426G1710	非常圆满可以开启佛系 weekday
T0426G1710_S01010132.wav	T0426G1710	我国的官方语言是普遍语法 Universal grammar
T0426G1710_S01010133.wav	T0426G1710	世外桃源 seven dishes 心动于调色与景色向往
T0426G1710_S01010135.wav	T0426G1710	上剧一定要看听不懂 swedish 也要看
T0426G1710_S01010138.wav	T0426G1710	分享一个我的二十四小时不间断 worldwide 朋友圈
T0426G1710_S01010140.wav	T0426G1710	但是今天跟她一起看了 dear zoo
T0426G1710_S01010142.wav	T0426G1710	有点小纠结 trust actress 的咬字发音
T0426G1710_S01010144.wav	T0426G1710	买的这批 zebra 是不是假的
T0426G1710_S01010152.wav	T0426G1710	三文鱼大餐 token 和阿萨斯都不吃
T0426G1710_S01010154.wav	T0426G1710	不是苏联的 state socialism 而是 nation socialism
T0426G1710_S01010155.wav	T0426G1710	仿佛 N 年已过偶得 weekday 后午走街
T0426G1710_S01010156.wav	T0426G1710	特別是那段咏唱的叫 ruler 尼克名字
T0426G1710_S01010160.wav	T0426G1710	白河街区的深川博物馆和 Blue bottle
T0426G1710_S01010161.wav	T0426G1710	丢了一支绝版的 zebra 它对我很重要
T0426G1710_S01010162.wav	T0426G1710	吃到 oyster 很开心就是没吃够
T0426G1710_S01010171.wav	T0426G1710	不是故意的接触和示好 respect
T0426G1710_S01010173.wav	T0426G1710	bang KOK 的第一次微博故事同款滤镜
T0426G1710_S01010177.wav	T0426G1710	如果可以 unload 多张的话教我教我
T0426G1710_S01010178.wav	T0426G1710	观众人数国土 homeland 稳居第一
T0426G1710_S01010179.wav	T0426G1710	jacky 们可以问下非幼师专业的人
T0426G1710_S01010180.wav	T0426G1710	替 justice 交易案在记者会上反驳
T0426G1710_S01010182.wav	T0426G1710	去法院 oral argument 美国华盛顿
T0426G1710_S01010183.wav	T0426G1710	飞利浦 led 螺口小球泡三囤起来
T0426G1710_S01010186.wav	T0426G1710	看到 hot 合体热搜吓得立马去 naver 看
T0426G1710_S01010192.wav	T0426G1710	翻翻 monthly 发现忘吃药时候情绪很 down
T0426G1710_S01010193.wav	T0426G1710	今天像吃了很到这么晚了还是 chips craving
T0426G1710_S01010195.wav	T0426G1710	想玩 steep 想玩看门狗二
T0426G1710_S01010198.wav	T0426G1710	很久没有出现一个 ground breaking 的文化现象
T0426G1710_S01010200.wav	T0426G1710	每次生沏蜂蜜柚子茶等沏不开 stir
T0426G1710_S01010202.wav	T0426G1710	luckily 愿身边的人每天都非常非常开心
T0426G1710_S01010205.wav	T0426G1710	circuits on skin 是个非常具有潜力的方向
T0426G1710_S01010206.wav	T0426G1710	一周菜式魚香茄子 kit 蝦仁小棠菜
T0426G1710_S01010207.wav	T0426G1710	defense 杰克为了奥吉打架
T0426G1710_S01010209.wav	T0426G1710	我妈最近沉迷听明朝那些事的 audio book
T0426G1710_S01010212.wav	T0426G1710	迪士尼是 fantastic lande 有想象力只是遗憾生病
T0426G1710_S01010214.wav	T0426G1710	我感觉 passenger 的歌听的最多呀不科学
T0426G1710_S01010219.wav	T0426G1710	原来 veto 太太画过普洪
T0426G1710_S01010220.wav	T0426G1710	送的眼药水真的是 literally 辣眼睛
T0426G1710_S01010222.wav	T0426G1710	纠正我近日多次对 financial 的评价
T0426G1710_S01010224.wav	T0426G1710	我的 follower 里有人认识娇花机长的
T0426G1710_S01010225.wav	T0426G1710	一个男子站立街口记不起 careless whisper
T0426G1710_S01010227.wav	T0426G1710	喜欢自己一个人听歌不喜欢 walkman 放 CD
T0426G1710_S01010228.wav	T0426G1710	推特 follower 六万人说我跟他眼角这颗痣很
T0426G1710_S01010230.wav	T0426G1710	吃了这个之后已经爱上了 sticky rice
T0426G1710_S01010231.wav	T0426G1710	今天的小亨也很棒是阿米的 superman
T0426G1710_S01010233.wav	T0426G1710	结果没有我要的 sake 啊
T0426G1710_S01010235.wav	T0426G1710	都难呀一句话就能 offend
T0426G1710_S01010236.wav	T0426G1710	已经在黑淘买了 set 又放不下特典
T0426G1710_S01010238.wav	T0426G1710	把你的笔放进盒子里去玩 bubble 洗澡
T0426G1710_S01010239.wav	T0426G1710	sweet pea 妈妈希望你一直那么无忧无虑
T0426G1710_S01010240.wav	T0426G1710	sister in law 回来了不喜欢哎
T0426G1710_S01010242.wav	T0426G1710	办公室同事说你知道怎么 map folder 吗
T0426G1710_S01010243.wav	T0426G1710	生殖植物的营养练有词 unit five part three
T0426G1710_S01010245.wav	T0426G1710	认识了可爱的来自 queens town 的老夫妇
T0426G1710_S01010246.wav	T0426G1710	现在人最缺少的就是 elaborate 思考
T0426G1710_S01010248.wav	T0426G1710	我爱 pair 大大做的动图都太美了
T0426G1710_S01010252.wav	T0426G1710	等我下月开工资给你买 lamer 的眼霜
T0426G1710_S01010253.wav	T0426G1710	用 ordinary 快把我双眼皮用出来了
T0426G1710_S01010259.wav	T0426G1710	感谢物花果对乌诺工作室的 sponsor
T0426G1710_S01010262.wav	T0426G1710	生病的 intensive two weeks 过去了后续好长
T0426G1710_S01010267.wav	T0426G1710	祝崽子生日快乐芋头 renew
T0426G1710_S01010268.wav	T0426G1710	喜欢 physical 感觉我会是他们永远的会员
T0426G1710_S01010273.wav	T0426G1710	希望我们都是可以好好过节的呀 burglary
T0426G1710_S01010274.wav	T0426G1710	最后那个整蛊环节真的是 deceit
T0426G1710_S01010280.wav	T0426G1710	汤老师笑起来超级甜又带点 naughty
T0426G1712_S01010001.wav	T0426G1712	最 abnormal 的内心又是最圣洁的
T0426G1712_S01010002.wav	T0426G1712	来到圣灵群岛 whitsunday coast 天气好的让人想哭
T0426G1712_S01010005.wav	T0426G1712	还在一周半的大宝要进入 terrible 阶段
T0426G1712_S01010006.wav	T0426G1712	这次的 event 我 tao 还是真厉害啊
T0426G1712_S01010008.wav	T0426G1712	我的人 beauty blender 的美妆不知道丢哪儿了
T0426G1712_S01010010.wav	T0426G1712	现在看见柱子只想嫁看见 bee 只想养
T0426G1712_S01010013.wav	T0426G1712	去 trigger 把古力特的第一话会议也开了
T0426G1712_S01010014.wav	T0426G1712	我觉得我的 rode 麦是个假麦
T0426G1712_S01010017.wav	T0426G1712	也不知道是谁拉了 fire alarm
T0426G1712_S01010019.wav	T0426G1712	最近有点over abandoned in 小学生游戏
T0426G1712_S01010023.wav	T0426G1712	大学不是 handout 上面的内容和 lecture 听到的
T0426G1712_S01010025.wav	T0426G1712	好棒哦 grandson 和 grandma 相认了
T0426G1712_S01010026.wav	T0426G1712	还是在外六七个小时真的会 feel drained
T0426G1712_S01010028.wav	T0426G1712	以你 marvel 的名声都还要请阿猫阿狗
T0426G1712_S01010033.wav	T0426G1712	纠结中的选择往往不是 or 而是 nor
T0426G1712_S01010034.wav	T0426G1712	大概明白了作者的 agenda
T0426G1712_S01010035.wav	T0426G1712	我旅行和我啃专业书一样全是 practical 的
T0426G1712_S01010036.wav	T0426G1712	国外也有 visa 商家不刷 master 卡的情况么
T0426G1712_S01010037.wav	T0426G1712	在室外试了试 build 腰带
T0426G1712_S01010041.wav	T0426G1712	虽说 recovery 但是腿殿那段真的很销魂啊
T0426G1712_S01010044.wav	T0426G1712	终于终于快写到论文的 ending 了
T0426G1712_S01010045.wav	T0426G1712	 cropped top 和七十年代牛仔裙都是流行单品
T0426G1712_S01010048.wav	T0426G1712	我那時間打算去看 bow
T0426G1712_S01010050.wav	T0426G1712	就是人生 priority 分得特别好
T0426G1712_S01010057.wav	T0426G1712	难道奥迪过了一万 mile 就会 unlock 新的模式
T0426G1712_S01010060.wav	T0426G1712	独角兽 pumpkin 但是味道也太难闻了
T0426G1712_S01010065.wav	T0426G1712	我的 air force one 前脚掌气垫是不是坏了呀
T0426G1712_S01010066.wav	T0426G1712	我废旧的梦想是不是该即时行动 bounded
T0426G1712_S01010067.wav	T0426G1712	 check 了两周的签证终于 in issued
T0426G1712_S01010068.wav	T0426G1712	扫了一眼简介才发现原来她就是 chess
T0426G1712_S01010071.wav	T0426G1712	这个不能 microwave 吧也不保溫
T0426G1712_S01010075.wav	T0426G1712	有种在 k 房拿着巨型 manual 的感觉
T0426G1712_S01010079.wav	T0426G1712	昨天从集市上淘到的 book pages 了
T0426G1712_S01010080.wav	T0426G1712	小三还有一种叫法是 home wrecker
T0426G1712_S01010084.wav	T0426G1712	因为他的 follower 不会全是粉丝
T0426G1712_S01010088.wav	T0426G1712	分享及橡皮中的爱马仕 seed 橡皮试用
T0426G1712_S01010095.wav	T0426G1712	我的语文英语啊 crashing down 真的累
T0426G1712_S01010096.wav	T0426G1712	 outfield player 是指场上除门将外的球员
T0426G1712_S01010097.wav	T0426G1712	推荐你听 August 唱的这首关于我
T0426G1712_S01010099.wav	T0426G1712	回家想 smoking 真的这么难吗
T0426G1712_S01010103.wav	T0426G1712	黑人戏精系列杰瑞的 vine
T0426G1712_S01010104.wav	T0426G1712	再啃着书生产着 academicrubbish 还长了麦粒肿
T0426G1712_S01010108.wav	T0426G1712	三月份开始无缘无故被 pull 三次
T0426G1712_S01010109.wav	T0426G1712	我为什么要在晚上读 reading
T0426G1712_S01010115.wav	T0426G1712	一个最大的优势就是 cost 低
T0426G1712_S01010116.wav	T0426G1712	老七 mob 这是什么神奇的操作
T0426G1712_S01010119.wav	T0426G1712	让 MS 营养师告诉你怎么吃的健康
T0426G1712_S01010129.wav	T0426G1712	让我想起 breeze 的歌词想变成鸟
T0426G1712_S01010133.wav	T0426G1712	纪念自己第一次在 colour 排鞋
T0426G1712_S01010135.wav	T0426G1712	这件事我赞同希望下周能 safe
T0426G1712_S01010138.wav	T0426G1712	 bite 唇釉的质地一直是棒棒的
T0426G1712_S01010144.wav	T0426G1712	不能抹去你圈 tops 某人奥运输本子
T0426G1712_S01010146.wav	T0426G1712	调整好自己九月再见 Be stronger
T0426G1712_S01010149.wav	T0426G1712	剧组的人那样 stalk 法不像他能忍的
T0426G1712_S01010150.wav	T0426G1712	一觉起来已经有几个 follower 了
T0426G1712_S01010155.wav	T0426G1712	在充满 privileges 的环境里长大的人
T0426G1712_S01010157.wav	T0426G1712	翻 following 看到走好久的人回来开心吧
T0426G1712_S01010158.wav	T0426G1712	了解一下佐野玲於先生 basic 舞蹈课程
T0426G1712_S01010160.wav	T0426G1712	人生第一个通宵献给了 tourism research
T0426G1712_S01010163.wav	T0426G1712	写作课写 biography Mark 说可以不写自己
T0426G1712_S01010168.wav	T0426G1712	signify 和 significant 的汉语意思一点联系都没有
T0426G1712_S01010170.wav	T0426G1712	少女的外表性冷淡的心 gucci bloom
T0426G1712_S01010171.wav	T0426G1712	 old sport 盖茨比最常说的一句话了
T0426G1712_S01010175.wav	T0426G1712	 pope 真的是演技很棒了啊
T0426G1712_S01010178.wav	T0426G1712	 home wrecker 表示破坏别人家庭的人
T0426G1712_S01010181.wav	T0426G1712	我说 Bruno mars 长得很帅对方说他唱歌很好
T0426G1712_S01010182.wav	T0426G1712	 Happy birthday 喜欢简约的美柠檬海盐芝士
T0426G1712_S01010183.wav	T0426G1712	你得 rebuilt 光说这些没用
T0426G1712_S01010184.wav	T0426G1712	每次听到 innocent people 心里就揪紧
T0426G1712_S01010186.wav	T0426G1712	bow 主演的泰剧明月之爱
T0426G1712_S01010187.wav	T0426G1712	做一只积极乐观向上的小猴纸 April refueling
T0426G1712_S01010189.wav	T0426G1712	 woe 九四六五九六四乐极生悲否极泰来
T0426G1712_S01010191.wav	T0426G1712	 major 离新东方的希冀更近了些
T0426G1712_S01010193.wav	T0426G1712	为了 defense 好看一点一定要控制到八十 KG
T0426G1712_S01010194.wav	T0426G1712	要是 The husband 陪我一起出来就好了
T0426G1712_S01010197.wav	T0426G1712	之前那个撞头看着怪瘆人的 photo
T0426G1712_S01010200.wav	T0426G1712	这导致一个很 odd 的现象
